Pubmed	Chromosome	Start_position	End_position	Enhancer_related_genes	Description	Species	Tissue_class	Experiment_class	Title	SNP_related	SNP_id	Disease	Cell_class	Enhancer_id	Enhancer_experiment	Enhancer_tar_ex_De	Enhancer_type	target_gene_strong_experiment	target_gene_weak_experiment	target_gene_experiment_description	target_gene_other_name	Enhancer_function	Enhancer_function_experiment	En_function_ex_de	TF_name	TF_other_name	Experiment	TF_experiment_de	SNP_position	SNP_experiment	Target_gene
30127245	chr9	120899960	120901960	TRAF1	TRAF-interacting protein (TRAIP), a negative regulator of TNF-induced-nuclear factor kappa-light-chain-enhancer of activated B cells (NF-κB) activation, inhibits adaptor protein TRAF2 by direct interaction and is critical in apoptosis, cell proliferation, antiviral response, and embryonic development.                                                        Characterization of the TRAF-N domains of TRAF1 and TRAF2, the tentative TRAIP-binding region of TRAFs, suggested the molecular basis of the inhibitory effect of TRAIP on TRAF2 in NF-κB signaling. 	human,mouse		High+Lowthroughput	In Vitro Inhibitory Mechanism Effect of TRAIP on the Function of TRAF2 Revealed by Characterization of Interaction Domains	否			B cell	E_02_0471	Real time PCR, mals, native PAGE shift assay	TRAF-interacting protein (TRAIP), a negative regulator of TNF-induced-nuclear factor kappa-light-chain-enhancer of activated B cells (NF-κB) activation, inhibits adaptor protein TRAF2 by direct interaction and is critical in apoptosis, cell proliferation, antiviral response, and embryonic development.                                                        Characterization of the TRAF-N domains of TRAF1 and TRAF2, the tentative TRAIP-binding region of TRAFs, suggested the molecular basis of the inhibitory effect of TRAIP on TRAF2 in NF-κB signaling. 	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	TRAF-interacting protein (TRAIP), a negative regulator of TNF-induced-nuclear factor kappa-light-chain-enhancer of activated B cells (NF-κB) activation, inhibits adaptor protein TRAF2 by direct interaction and is critical in apoptosis, cell proliferation, antiviral response, and embryonic development.                                                        Characterization of the TRAF-N domains of TRAF1 and TRAF2, the tentative TRAIP-binding region of TRAFs, suggested the molecular basis of the inhibitory effect of TRAIP on TRAF2 in NF-κB signaling. 		TRAF-interacting protein (TRAIP), a negative regulator of TNF-induced-nuclear factor kappa-light-chain-enhancer of activated B cells (NF-κB) activation, inhibits adaptor protein TRAF2 by direct interaction and is critical in apoptosis, cell proliferation, antiviral response, and embryonic development.                                                        Characterization of the TRAF-N domains of TRAF1 and TRAF2, the tentative TRAIP-binding region of TRAFs, suggested the molecular basis of the inhibitory effect of TRAIP on TRAF2 in NF-κB signaling. 	Immunohistochemical staining	TRAF-interacting protein (TRAIP), a negative regulator of TNF-induced-nuclear factor kappa-light-chain-enhancer of activated B cells (NF-κB) activation, inhibits adaptor protein TRAF2 by direct interaction and is critical in apoptosis, cell proliferation, antiviral response, and embryonic development.                                                        Characterization of the TRAF-N domains of TRAF1 and TRAF2, the tentative TRAIP-binding region of TRAFs, suggested the molecular basis of the inhibitory effect of TRAIP on TRAF2 in NF-κB signaling. 			Real-Time PCR,MALS,Native-PAGE转移分析				TRAF1
30126893	chr10	8042438	8044438	GATA3	Haploid deficiency of the human GATA3 gene leads to a dominantly inherited condition known as HDR (hypoparathyroidism, neural sensory deafness, and renal defect) syndrome (12), underscoring a prominent role for GATA3 in specifying normal developmental programing in the affected tissues.	human,mouse		High+Lowthroughput	A Gata3 3' Distal Otic Vesicle Enhancer Directs Inner Ear-Specific Gata3 Expression	是		Neurosensory deafness		E_02_0472	PCR,Histological analysis	Haploid deficiency of the human GATA3 gene leads to a dominantly inherited condition known as HDR (hypoparathyroidism, neural sensory deafness, and renal defect) syndrome (12), underscoring a prominent role for GATA3 in specifying normal developmental programing in the affected tissues.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	Haploid deficiency of the human GATA3 gene leads to a dominantly inherited condition known as HDR (hypoparathyroidism, neural sensory deafness, and renal defect) syndrome (12), underscoring a prominent role for GATA3 in specifying normal developmental programing in the affected tissues.		Haploid deficiency of the human GATA3 gene leads to a dominantly inherited condition known as HDR (hypoparathyroidism, neural sensory deafness, and renal defect) syndrome (12), underscoring a prominent role for GATA3 in specifying normal developmental programing in the affected tissues.	Immunohistochemical staining	Haploid deficiency of the human GATA3 gene leads to a dominantly inherited condition known as HDR (hypoparathyroidism, neural sensory deafness, and renal defect) syndrome (12), underscoring a prominent role for GATA3 in specifying normal developmental programing in the affected tissues.			PCR,Histological analysis				GATA3
30126161	chr8	84014206	84016206	Ucp1	H3K27 acetylation was also seen within Ucp1 promoter upon isoproterenol addition, favouring open chromatin for Ucp1 transcriptional activation.                                                             In contrast, HDAC3 mRNA and protein levels were simultaneously downregulated upon isoproterenol addition, resulting in reduced recruitment of HDAC3 to the Ucp1 enhancer region, causing an increased H3K27 acetylation for Ucp1 upregulation. 	human,mouse	adipose tissue	High+Lowthroughput	β-adrenergic Receptor Stimulation Revealed a Novel Regulatory Pathway via Suppressing Histone Deacetylase 3 to Induce Uncoupling Protein 1 Expression in Mice Beige Adipocyte	否		Obesity		E_02_0473	Real time PCR, chromatin immunoprecipitation (chip), statistical analysis, Weston blot	H3K27 acetylation was also seen within Ucp1 promoter upon isoproterenol addition, favouring open chromatin for Ucp1 transcriptional activation.                                                             In contrast, HDAC3 mRNA and protein levels were simultaneously downregulated upon isoproterenol addition, resulting in reduced recruitment of HDAC3 to the Ucp1 enhancer region, causing an increased H3K27 acetylation for Ucp1 upregulation. 	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	H3K27 acetylation was also seen within Ucp1 promoter upon isoproterenol addition, favouring open chromatin for Ucp1 transcriptional activation.                                                             In contrast, HDAC3 mRNA and protein levels were simultaneously downregulated upon isoproterenol addition, resulting in reduced recruitment of HDAC3 to the Ucp1 enhancer region, causing an increased H3K27 acetylation for Ucp1 upregulation. 		H3K27 acetylation was also seen within Ucp1 promoter upon isoproterenol addition, favouring open chromatin for Ucp1 transcriptional activation.                                                             In contrast, HDAC3 mRNA and protein levels were simultaneously downregulated upon isoproterenol addition, resulting in reduced recruitment of HDAC3 to the Ucp1 enhancer region, causing an increased H3K27 acetylation for Ucp1 upregulation. 	Immunohistochemical staining	H3K27 acetylation was also seen within Ucp1 promoter upon isoproterenol addition, favouring open chromatin for Ucp1 transcriptional activation.                                                             In contrast, HDAC3 mRNA and protein levels were simultaneously downregulated upon isoproterenol addition, resulting in reduced recruitment of HDAC3 to the Ucp1 enhancer region, causing an increased H3K27 acetylation for Ucp1 upregulation. 			real-time PCR,Chromatin Immunoprecipitation (ChIP) ,统计分析,weston blot				Ucp1
30125982	chr10	30705623	30707623	Hey2	Hairy and enhancer of split related with YRPW motif 2 (Hey2), also known as cardiovascular helix loop helix factor 1 (CHF1), is a member of the hairy and enhancer of split related (HESR) family of basic helix loop helix (bHLH) type transcription factors.22	human,large,mouse		High+Lowthroughput	microRNA-146a and Hey2 form a mutual negative feedback loop to regulate the inflammatory response in chronic apical periodontitis	否		Chronic periapical periodontitis (CAP)	MC3T3-E1 cell	E_02_0474	Real ‐ time PCR, ELISA, Weston blot, chromatin immunoprecipitation (chip)	Hairy and enhancer of split related with YRPW motif 2 (Hey2), also known as cardiovascular helix loop helix factor 1 (CHF1), is a member of the hairy and enhancer of split related (HESR) family of basic helix loop helix (bHLH) type transcription factors.22	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	Hairy and enhancer of split related with YRPW motif 2 (Hey2), also known as cardiovascular helix loop helix factor 1 (CHF1), is a member of the hairy and enhancer of split related (HESR) family of basic helix loop helix (bHLH) type transcription factors.22		Hairy and enhancer of split related with YRPW motif 2 (Hey2), also known as cardiovascular helix loop helix factor 1 (CHF1), is a member of the hairy and enhancer of split related (HESR) family of basic helix loop helix (bHLH) type transcription factors.22	Immunohistochemical staining	Hairy and enhancer of split related with YRPW motif 2 (Hey2), also known as cardiovascular helix loop helix factor 1 (CHF1), is a member of the hairy and enhancer of split related (HESR) family of basic helix loop helix (bHLH) type transcription factors.22			Real‐time PCR,ELISA,weston blot,染色质免疫沉淀(ChIP)				Hey2
30125275	chr17	42310564	42312564	STAT3	Niclosamide has been reported to competitively inhibit the mTOR (mammalian target of rapamycin), STAT3 (signal transducer and activator of transcription 3), and NF-κB (nuclear factor kappa-light-chain-enhancer of activated B cells) signaling pathways; however, selective inhibitors of those pathways did not reduce DENV infection. 	mouse		High+Lowthroughput	The antiparasitic drug niclosamide inhibits dengue virus infection by interfering with endosomal acidification independent of mTOR	否			A549 cell	E_02_0475	ELISA, Weston blot, statistical analysis, immunofluorescence light staining	Niclosamide has been reported to competitively inhibit the mTOR (mammalian target of rapamycin), STAT3 (signal transducer and activator of transcription 3), and NF-κB (nuclear factor kappa-light-chain-enhancer of activated B cells) signaling pathways; however, selective inhibitors of those pathways did not reduce DENV infection. 	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	Niclosamide has been reported to competitively inhibit the mTOR (mammalian target of rapamycin), STAT3 (signal transducer and activator of transcription 3), and NF-κB (nuclear factor kappa-light-chain-enhancer of activated B cells) signaling pathways; however, selective inhibitors of those pathways did not reduce DENV infection. 		Niclosamide has been reported to competitively inhibit the mTOR (mammalian target of rapamycin), STAT3 (signal transducer and activator of transcription 3), and NF-κB (nuclear factor kappa-light-chain-enhancer of activated B cells) signaling pathways; however, selective inhibitors of those pathways did not reduce DENV infection. 	Immunohistochemical staining	Niclosamide has been reported to competitively inhibit the mTOR (mammalian target of rapamycin), STAT3 (signal transducer and activator of transcription 3), and NF-κB (nuclear factor kappa-light-chain-enhancer of activated B cells) signaling pathways; however, selective inhibitors of those pathways did not reduce DENV infection. 			ELISA,weston blot,统计分析,免疫荧光光染色				STAT3
30124855	chr1	145667850	145669850	PDZK1	siRNA depletion of HNF4A reduced endogenous PDZK1 expression in HepG2 cells. 	human,zebrafish		High+Lowthroughput	A non-coding genetic variant maximally associated with serum urate levels is functionally linked to HNF4A-dependent PDZK1 expression	是	rs1967017,rs1471633	hyperuricemia	HEK293 cell	E_02_0476	Quantitative PCR, immunoblot analysis, chip PCR, statistical analysis, Weston blot	siRNA depletion of HNF4A reduced endogenous PDZK1 expression in HepG2 cells. 	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	siRNA depletion of HNF4A reduced endogenous PDZK1 expression in HepG2 cells. 		siRNA depletion of HNF4A reduced endogenous PDZK1 expression in HepG2 cells. 	Immunohistochemical staining	siRNA depletion of HNF4A reduced endogenous PDZK1 expression in HepG2 cells. 			Quantitative PCR,Immunoblot analysis, ChIP-PCR,统计分析,weston blot				PDZK1
30124855	chr20	44352999	44354999	HNF4A	siRNA depletion of HNF4A reduced endogenous PDZK1 expression in HepG2 cells. 	human,zebrafish		High+Lowthroughput	A non-coding genetic variant maximally associated with serum urate levels is functionally linked to HNF4A-dependent PDZK1 expression	是	rs1967017,rs1471633	hyperuricemia	HEK293 cell	E_02_0476	Quantitative PCR, immunoblot analysis, chip PCR, statistical analysis, Weston blot	siRNA depletion of HNF4A reduced endogenous PDZK1 expression in HepG2 cells. 	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	siRNA depletion of HNF4A reduced endogenous PDZK1 expression in HepG2 cells. 		siRNA depletion of HNF4A reduced endogenous PDZK1 expression in HepG2 cells. 	Immunohistochemical staining	siRNA depletion of HNF4A reduced endogenous PDZK1 expression in HepG2 cells. 			Quantitative PCR,Immunoblot analysis, ChIP-PCR,统计分析,weston blot				HNF4A
30123075	chr11	73215337	73217337	P2RY2	P2RY2 enhancer RNA (P2RY2e) is an estrogen-responsive eRNA and involved in the development of breast cancer. 	human		High+Lowthroughput	Enhancer RNA - P2RY2e induced by estrogen promotes malignant behaviors of bladder cancer	否		Breast, bladder, stomach, pancreas, prostate, lung	T24 cell	E_01_0757	RT qPCR, flow cytometry, ELISA, statistical analysis	P2RY2 enhancer RNA (P2RY2e) is an estrogen-responsive eRNA and involved in the development of breast cancer. 	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	P2RY2 enhancer RNA (P2RY2e) is an estrogen-responsive eRNA and involved in the development of breast cancer. 		P2RY2 enhancer RNA (P2RY2e) is an estrogen-responsive eRNA and involved in the development of breast cancer. 	Immunohistochemical staining	P2RY2 enhancer RNA (P2RY2e) is an estrogen-responsive eRNA and involved in the development of breast cancer. 			RT-qPCR,流式细胞术,ELISA,统计分析				P2RY2
30122536	chr8	144288649	144290649	HSF1	We find that temperature stress results in the activation or decommissioning of thousands of enhancers. This process involves alterations in the occupancy of transcription factors HSF1, AP-1, NANOG, KLF4, and OCT4, accompanied by nucleosome remodeling by BRG1 and changes in H3K27ac.  Furthermore, redistribution of RAD21 and CTCF results in the formation and disassembly of interactions mediated by these two proteins.	human,Drosophila,melanogaster		High+Lowthroughput	Architectural Proteins and Pluripotency Factors Cooperate to Orchestrate the Transcriptional Response of hESCs to Temperature Stress	否			embryonic stem cell	E_02_0477	EU-seq,HiChIP,ChIP-Seq,ATAC-seq,APA metaplot analysis 	We find that temperature stress results in the activation or decommissioning of thousands of enhancers. This process involves alterations in the occupancy of transcription factors HSF1, AP-1, NANOG, KLF4, and OCT4, accompanied by nucleosome remodeling by BRG1 and changes in H3K27ac.  Furthermore, redistribution of RAD21 and CTCF results in the formation and disassembly of interactions mediated by these two proteins.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	We find that temperature stress results in the activation or decommissioning of thousands of enhancers. This process involves alterations in the occupancy of transcription factors HSF1, AP-1, NANOG, KLF4, and OCT4, accompanied by nucleosome remodeling by BRG1 and changes in H3K27ac.  Furthermore, redistribution of RAD21 and CTCF results in the formation and disassembly of interactions mediated by these two proteins.		We find that temperature stress results in the activation or decommissioning of thousands of enhancers. This process involves alterations in the occupancy of transcription factors HSF1, AP-1, NANOG, KLF4, and OCT4, accompanied by nucleosome remodeling by BRG1 and changes in H3K27ac.  Furthermore, redistribution of RAD21 and CTCF results in the formation and disassembly of interactions mediated by these two proteins.	Immunohistochemical staining	We find that temperature stress results in the activation or decommissioning of thousands of enhancers. This process involves alterations in the occupancy of transcription factors HSF1, AP-1, NANOG, KLF4, and OCT4, accompanied by nucleosome remodeling by BRG1 and changes in H3K27ac.  Furthermore, redistribution of RAD21 and CTCF results in the formation and disassembly of interactions mediated by these two proteins.			EU-seq,HiChIP,ChIP-Seq,ATAC-seq,APA metaplot analysis 				HSF1
30122536	chr12	7785009	7787009	NANOG	We find that temperature stress results in the activation or decommissioning of thousands of enhancers. This process involves alterations in the occupancy of transcription factors HSF1, AP-1, NANOG, KLF4, and OCT4, accompanied by nucleosome remodeling by BRG1 and changes in H3K27ac.  Furthermore, redistribution of RAD21 and CTCF results in the formation and disassembly of interactions mediated by these two proteins.	human,Drosophila,melanogaster		High+Lowthroughput	Architectural Proteins and Pluripotency Factors Cooperate to Orchestrate the Transcriptional Response of hESCs to Temperature Stress	否			embryonic stem cell	E_02_0477	EU-seq,HiChIP,ChIP-Seq,ATAC-seq,APA metaplot analysis 	We find that temperature stress results in the activation or decommissioning of thousands of enhancers. This process involves alterations in the occupancy of transcription factors HSF1, AP-1, NANOG, KLF4, and OCT4, accompanied by nucleosome remodeling by BRG1 and changes in H3K27ac.  Furthermore, redistribution of RAD21 and CTCF results in the formation and disassembly of interactions mediated by these two proteins.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	We find that temperature stress results in the activation or decommissioning of thousands of enhancers. This process involves alterations in the occupancy of transcription factors HSF1, AP-1, NANOG, KLF4, and OCT4, accompanied by nucleosome remodeling by BRG1 and changes in H3K27ac.  Furthermore, redistribution of RAD21 and CTCF results in the formation and disassembly of interactions mediated by these two proteins.		We find that temperature stress results in the activation or decommissioning of thousands of enhancers. This process involves alterations in the occupancy of transcription factors HSF1, AP-1, NANOG, KLF4, and OCT4, accompanied by nucleosome remodeling by BRG1 and changes in H3K27ac.  Furthermore, redistribution of RAD21 and CTCF results in the formation and disassembly of interactions mediated by these two proteins.	Immunohistochemical staining	We find that temperature stress results in the activation or decommissioning of thousands of enhancers. This process involves alterations in the occupancy of transcription factors HSF1, AP-1, NANOG, KLF4, and OCT4, accompanied by nucleosome remodeling by BRG1 and changes in H3K27ac.  Furthermore, redistribution of RAD21 and CTCF results in the formation and disassembly of interactions mediated by these two proteins.			EU-seq,HiChIP,ChIP-Seq,ATAC-seq,APA metaplot analysis 				NANOG
30122536	chr9	107481906	107483906	KLF4	We find that temperature stress results in the activation or decommissioning of thousands of enhancers. This process involves alterations in the occupancy of transcription factors HSF1, AP-1, NANOG, KLF4, and OCT4, accompanied by nucleosome remodeling by BRG1 and changes in H3K27ac.  Furthermore, redistribution of RAD21 and CTCF results in the formation and disassembly of interactions mediated by these two proteins.	human,Drosophila,melanogaster		High+Lowthroughput	Architectural Proteins and Pluripotency Factors Cooperate to Orchestrate the Transcriptional Response of hESCs to Temperature Stress	否			embryonic stem cell	E_02_0477	EU-seq,HiChIP,ChIP-Seq,ATAC-seq,APA metaplot analysis 	We find that temperature stress results in the activation or decommissioning of thousands of enhancers. This process involves alterations in the occupancy of transcription factors HSF1, AP-1, NANOG, KLF4, and OCT4, accompanied by nucleosome remodeling by BRG1 and changes in H3K27ac.  Furthermore, redistribution of RAD21 and CTCF results in the formation and disassembly of interactions mediated by these two proteins.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	We find that temperature stress results in the activation or decommissioning of thousands of enhancers. This process involves alterations in the occupancy of transcription factors HSF1, AP-1, NANOG, KLF4, and OCT4, accompanied by nucleosome remodeling by BRG1 and changes in H3K27ac.  Furthermore, redistribution of RAD21 and CTCF results in the formation and disassembly of interactions mediated by these two proteins.		We find that temperature stress results in the activation or decommissioning of thousands of enhancers. This process involves alterations in the occupancy of transcription factors HSF1, AP-1, NANOG, KLF4, and OCT4, accompanied by nucleosome remodeling by BRG1 and changes in H3K27ac.  Furthermore, redistribution of RAD21 and CTCF results in the formation and disassembly of interactions mediated by these two proteins.	Immunohistochemical staining	We find that temperature stress results in the activation or decommissioning of thousands of enhancers. This process involves alterations in the occupancy of transcription factors HSF1, AP-1, NANOG, KLF4, and OCT4, accompanied by nucleosome remodeling by BRG1 and changes in H3K27ac.  Furthermore, redistribution of RAD21 and CTCF results in the formation and disassembly of interactions mediated by these two proteins.			EU-seq,HiChIP,ChIP-Seq,ATAC-seq,APA metaplot analysis 				KLF4
30122536	chr8	116843283	116845283	RAD21	We find that temperature stress results in the activation or decommissioning of thousands of enhancers. This process involves alterations in the occupancy of transcription factors HSF1, AP-1, NANOG, KLF4, and OCT4, accompanied by nucleosome remodeling by BRG1 and changes in H3K27ac.  Furthermore, redistribution of RAD21 and CTCF results in the formation and disassembly of interactions mediated by these two proteins.	human,Drosophila,melanogaster		High+Lowthroughput	Architectural Proteins and Pluripotency Factors Cooperate to Orchestrate the Transcriptional Response of hESCs to Temperature Stress	否			embryonic stem cell	E_02_0477	EU-seq,HiChIP,ChIP-Seq,ATAC-seq,APA metaplot analysis 	We find that temperature stress results in the activation or decommissioning of thousands of enhancers. This process involves alterations in the occupancy of transcription factors HSF1, AP-1, NANOG, KLF4, and OCT4, accompanied by nucleosome remodeling by BRG1 and changes in H3K27ac.  Furthermore, redistribution of RAD21 and CTCF results in the formation and disassembly of interactions mediated by these two proteins.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	We find that temperature stress results in the activation or decommissioning of thousands of enhancers. This process involves alterations in the occupancy of transcription factors HSF1, AP-1, NANOG, KLF4, and OCT4, accompanied by nucleosome remodeling by BRG1 and changes in H3K27ac.  Furthermore, redistribution of RAD21 and CTCF results in the formation and disassembly of interactions mediated by these two proteins.		We find that temperature stress results in the activation or decommissioning of thousands of enhancers. This process involves alterations in the occupancy of transcription factors HSF1, AP-1, NANOG, KLF4, and OCT4, accompanied by nucleosome remodeling by BRG1 and changes in H3K27ac.  Furthermore, redistribution of RAD21 and CTCF results in the formation and disassembly of interactions mediated by these two proteins.	Immunohistochemical staining	We find that temperature stress results in the activation or decommissioning of thousands of enhancers. This process involves alterations in the occupancy of transcription factors HSF1, AP-1, NANOG, KLF4, and OCT4, accompanied by nucleosome remodeling by BRG1 and changes in H3K27ac.  Furthermore, redistribution of RAD21 and CTCF results in the formation and disassembly of interactions mediated by these two proteins.			EU-seq,HiChIP,ChIP-Seq,ATAC-seq,APA metaplot analysis 				RAD21
30121393	chr12	102954801	102956801	ASCL1	ABSTRACT Introduction: A subgroup of lung adenocarcinoma shows neuroendocrine differentiation and expression of achaete- scute family bHLH transcription factor 1 (ASCL1), common to high-grade neuroendocrine tumors, small-cell lung can- cer and large cell neuroendocrine carcinoma. 	human		High+Lowthroughput	An Integrative Analysis of Transcriptome and Epigenome Features of ASCL1-Positive Lung Adenocarcinomas	否		Lung adenocarcinoma, lung squamous cell carcinoma	tumor cell	E_01_0758	RNA-seq,RT-PCR	ABSTRACT Introduction: A subgroup of lung adenocarcinoma shows neuroendocrine differentiation and expression of achaete- scute family bHLH transcription factor 1 (ASCL1), common to high-grade neuroendocrine tumors, small-cell lung can- cer and large cell neuroendocrine carcinoma. 	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			ABSTRACT Introduction: A subgroup of lung adenocarcinoma shows neuroendocrine differentiation and expression of achaete- scute family bHLH transcription factor 1 (ASCL1), common to high-grade neuroendocrine tumors, small-cell lung can- cer and large cell neuroendocrine carcinoma. 	Immunohistochemical staining	ABSTRACT Introduction: A subgroup of lung adenocarcinoma shows neuroendocrine differentiation and expression of achaete- scute family bHLH transcription factor 1 (ASCL1), common to high-grade neuroendocrine tumors, small-cell lung can- cer and large cell neuroendocrine carcinoma. 	ASCL1		RNA-seq,RT-PCR	ABSTRACT Introduction: A subgroup of lung adenocarcinoma shows neuroendocrine differentiation and expression of achaete- scute family bHLH transcription factor 1 (ASCL1), common to high-grade neuroendocrine tumors, small-cell lung can- cer and large cell neuroendocrine carcinoma. 			
30119690	chr16	86422446	86426834	FOXF1	Conclusions Our study elucidates a novel cascade mediated by AP-1 and FOXF1 that regulates oncogene-induced senescence and further demonstrates the power of CRISPR-based functional genomic screens in deciphering the function of non-coding regulatory elements in the genome.	human		Low+High throughput	Functional CRISPR screen identifies AP1-associated enhancer regulating FOXF1 to modulate oncogene-induced senescence	否	--	--		E_02_0478	ChIP-seq,Luciferase Reporter Assay,CRISPR/Cas9	Notably, two of these five sgRNAs,sgRNAs-AP169 and sgRNA-AP171, are independent sgRNAs that target the same enhancer region,hence increasing the confidence that these are true-positive hits. ENCODE ChIP-seq data confirmed a strong binding of both FOS and JUN to this region.	Enhancer	CRISPR/Cas9	qRT-PCR	Furthermore,we identified FOXF1 as the tar_x0002_get gene of this Enhancer and demonstrated that it regu_x0002_lates the senescence phenotype.	ACDMPV,FKHL5,FREAC1	We identify FOXF1 as the gene regulated by this enhancer and demonstrate that FOXF1 mediates EnhAP1-OIS1 effect on the senescence phenotype.	qRT-PCR,Western blot	the physical interactions between EnhAP1-OIS1 and the promoter region of FOXF1 were significantly stronger , suggesting a robust transcriptional regulation of EnhAP1-OIS1.	JUN	AP-1,AP1,c-Jun,cJUN,p39	CRISPR/Cas9,Luciferase Reporter Assay	We thus constructed a CRISPR-Cas9 sgRNA library designed to target senescence-induced Enhancers that are putatively regulated by AP-1 and used it in a functional screen.That screen was confined to regions that are directly bound by p53 as detected by p53 chromatin immunoprecipitation-sequencing (ChIP-seq) analysis and therefore missed Enhancers that are critical for OIS enforcement and are regulated by other TFs, in either a p53-dependent or -independent manner.	--	--	FOXF1
30119259	chr7	148804464	148806464	EZH2	Mechanistic investigations showed that HOXD-AS1 epigenetically repressed p57 through re- cruiting enhancer of zeste homolog 2 (EZH2) to the promoter of p57.                                              MALAT1	human		High+Lowthroughput	Long noncoding RNA HOXD-AS1 aggravates osteosarcoma carcinogenesis through epigenetically inhibiting p57 via EZH2	否		Osteosarcoma	osteosarcoma cell	E_01_0759	RT-PCR, Weston blot, statistical analysis	Mechanistic investigations showed that HOXD-AS1 epigenetically repressed p57 through re- cruiting enhancer of zeste homolog 2 (EZH2) to the promoter of p57.                                              MALAT1	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			Mechanistic investigations showed that HOXD-AS1 epigenetically repressed p57 through re- cruiting enhancer of zeste homolog 2 (EZH2) to the promoter of p57.                                              MALAT1	Immunohistochemical staining	Mechanistic investigations showed that HOXD-AS1 epigenetically repressed p57 through re- cruiting enhancer of zeste homolog 2 (EZH2) to the promoter of p57.                                              MALAT1	EZH2		RT-PCR,weston blot,统计分析	Mechanistic investigations showed that HOXD-AS1 epigenetically repressed p57 through re- cruiting enhancer of zeste homolog 2 (EZH2) to the promoter of p57.                                              MALAT1			
30119259	chr11	65494967	65496967	MALAT1	Mechanistic investigations showed that HOXD-AS1 epigenetically repressed p57 through re- cruiting enhancer of zeste homolog 2 (EZH2) to the promoter of p57.                                              MALAT1	human		High+Lowthroughput	Long noncoding RNA HOXD-AS1 aggravates osteosarcoma carcinogenesis through epigenetically inhibiting p57 via EZH2	否		Osteosarcoma	osteosarcoma cell	E_01_0759	RT-PCR, Weston blot, statistical analysis	Mechanistic investigations showed that HOXD-AS1 epigenetically repressed p57 through re- cruiting enhancer of zeste homolog 2 (EZH2) to the promoter of p57.                                              MALAT1	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			Mechanistic investigations showed that HOXD-AS1 epigenetically repressed p57 through re- cruiting enhancer of zeste homolog 2 (EZH2) to the promoter of p57.                                              MALAT1	Immunohistochemical staining	Mechanistic investigations showed that HOXD-AS1 epigenetically repressed p57 through re- cruiting enhancer of zeste homolog 2 (EZH2) to the promoter of p57.                                              MALAT1	MALAT1		RT-PCR,weston blot,统计分析	Mechanistic investigations showed that HOXD-AS1 epigenetically repressed p57 through re- cruiting enhancer of zeste homolog 2 (EZH2) to the promoter of p57.                                              MALAT1			
